Date,ProductName,Category,SalesVolume,PricePerUnit
1994-12-28,Apple,Fruit,95,2.38
1994-12-28,Banana,Fruit,68,4.51
1994-12-28,Carrot,Vegetable,66,2.03
1994-12-28,Orange,Fruit,103,1.82
1994-12-28,Tomato,Vegetable,89,4.23
1994-12-29,Apple,Fruit,132,2.1
1994-12-29,Banana,Fruit,128,1.45
1994-12-29,Carrot,Vegetable,108,4.47
1994-12-29,Orange,Fruit,118,2.36
1994-12-29,Tomato,Vegetable,130,4.47
1994-12-30,Apple,Fruit,61,4.49
1994-12-30,Banana,Fruit,29,2.57
1994-12-30,Carrot,Vegetable,120,3.77
1994-12-30,Orange,Fruit,72,3.79
1994-12-30,Tomato,Vegetable,57,4.3
1994-12-31,Apple,Fruit,94,2.91
1994-12-31,Banana,Fruit,54,4.09
1994-12-31,Carrot,Vegetable,108,3.04
1994-12-31,Orange,Fruit,73,4.24
1994-12-31,Tomato,Vegetable,67,3.04
1995-01-01,Apple,Fruit,100,3.15
1995-01-01,Banana,Fruit,26,2.84
1995-01-01,Carrot,Vegetable,31,2.96
1995-01-01,Orange,Fruit,112,2.64
1995-01-01,Tomato,Vegetable,55,4.41
1995-01-02,Apple,Fruit,84,1.48
1995-01-02,Banana,Fruit,114,4.79
1995-01-02,Carrot,Vegetable,123,1.0
1995-01-02,Orange,Fruit,130,2.04
1995-01-02,Tomato,Vegetable,82,1.46
1995-01-03,Apple,Fruit,73,2.33
1995-01-03,Banana,Fruit,85,3.2
1995-01-03,Carrot,Vegetable,78,4.78
1995-01-03,Orange,Fruit,115,2.85
1995-01-03,Tomato,Vegetable,89,4.79
1995-01-04,Apple,Fruit,44,2.86
1995-01-04,Banana,Fruit,20,4.97
1995-01-04,Carrot,Vegetable,113,2.77
1995-01-04,Orange,Fruit,56,3.37
1995-01-04,Tomato,Vegetable,100,2.28
1995-01-05,Apple,Fruit,38,4.82
1995-01-05,Banana,Fruit,41,1.21
1995-01-05,Carrot,Vegetable,113,1.9
1995-01-05,Orange,Fruit,64,1.39
1995-01-05,Tomato,Vegetable,36,4.84
1995-01-06,Apple,Fruit,52,3.78
1995-01-06,Banana,Fruit,131,2.9
1995-01-06,Carrot,Vegetable,146,4.71
1995-01-06,Orange,Fruit,140,3.79
1995-01-06,Tomato,Vegetable,40,4.55
1995-01-07,Apple,Fruit,106,2.34
1995-01-07,Banana,Fruit,50,1.21
1995-01-07,Carrot,Vegetable,107,4.14
1995-01-07,Orange,Fruit,75,3.18
1995-01-07,Tomato,Vegetable,38,3.68
1995-01-08,Apple,Fruit,20,4.91
1995-01-08,Banana,Fruit,107,2.16
1995-01-08,Carrot,Vegetable,22,2.32
1995-01-08,Orange,Fruit,73,1.57
1995-01-08,Tomato,Vegetable,95,3.16
1995-01-09,Apple,Fruit,121,1.48
1995-01-09,Banana,Fruit,83,3.76
1995-01-09,Carrot,Vegetable,88,4.82
1995-01-09,Orange,Fruit,46,1.63
1995-01-09,Tomato,Vegetable,146,3.21
1995-01-10,Apple,Fruit,126,4.84
1995-01-10,Banana,Fruit,108,4.11
1995-01-10,Carrot,Vegetable,108,3.58
1995-01-10,Orange,Fruit,149,3.14
1995-01-10,Tomato,Vegetable,138,2.5
1995-01-11,Apple,Fruit,49,4.8
1995-01-11,Banana,Fruit,64,3.82
1995-01-11,Carrot,Vegetable,66,1.71
1995-01-11,Orange,Fruit,93,3.7
1995-01-11,Tomato,Vegetable,74,1.76
1995-01-12,Apple,Fruit,112,1.67
1995-01-12,Banana,Fruit,122,2.59
1995-01-12,Carrot,Vegetable,77,3.74
1995-01-12,Orange,Fruit,103,3.67
1995-01-12,Tomato,Vegetable,140,2.32
1995-01-13,Apple,Fruit,97,4.69
1995-01-13,Banana,Fruit,37,1.8
1995-01-13,Carrot,Vegetable,112,4.04
1995-01-13,Orange,Fruit,73,1.22
1995-01-13,Tomato,Vegetable,58,3.49
1995-01-14,Apple,Fruit,72,4.16
1995-01-14,Banana,Fruit,21,2.81
1995-01-14,Carrot,Vegetable,145,2.85
1995-01-14,Orange,Fruit,56,2.7
1995-01-14,Tomato,Vegetable,98,4.11
1995-01-15,Apple,Fruit,38,4.21
1995-01-15,Banana,Fruit,114,3.26
1995-01-15,Carrot,Vegetable,80,2.96
1995-01-15,Orange,Fruit,89,4.57
1995-01-15,Tomato,Vegetable,53,3.95
1995-01-16,Apple,Fruit,70,1.63
1995-01-16,Banana,Fruit,40,4.81
1995-01-16,Carrot,Vegetable,89,4.12
1995-01-16,Orange,Fruit,116,4.77
1995-01-16,Tomato,Vegetable,31,2.44
1995-01-17,Apple,Fruit,20,1.97
1995-01-17,Banana,Fruit,126,3.82
1995-01-17,Carrot,Vegetable,59,4.0
1995-01-17,Orange,Fruit,120,3.44
1995-01-17,Tomato,Vegetable,48,1.33
1995-01-18,Apple,Fruit,57,4.57
1995-01-18,Banana,Fruit,72,3.65
1995-01-18,Carrot,Vegetable,90,4.29
1995-01-18,Orange,Fruit,86,4.46
1995-01-18,Tomato,Vegetable,38,2.07
1995-01-19,Apple,Fruit,142,4.94
1995-01-19,Banana,Fruit,67,2.7
1995-01-19,Carrot,Vegetable,122,3.61
1995-01-19,Orange,Fruit,31,4.23
1995-01-19,Tomato,Vegetable,75,4.88
1995-01-20,Apple,Fruit,26,2.83
1995-01-20,Banana,Fruit,141,3.22
1995-01-20,Carrot,Vegetable,128,1.8
1995-01-20,Orange,Fruit,126,2.16
1995-01-20,Tomato,Vegetable,66,1.87
1995-01-21,Apple,Fruit,39,1.37
1995-01-21,Banana,Fruit,94,3.5
1995-01-21,Carrot,Vegetable,148,3.16
1995-01-21,Orange,Fruit,139,1.44
1995-01-21,Tomato,Vegetable,69,2.85
1995-01-22,Apple,Fruit,35,3.26
1995-01-22,Banana,Fruit,127,3.98
1995-01-22,Carrot,Vegetable,145,4.74
1995-01-22,Orange,Fruit,91,2.04
1995-01-22,Tomato,Vegetable,60,1.45
1995-01-23,Apple,Fruit,53,2.41
1995-01-23,Banana,Fruit,129,4.0
1995-01-23,Carrot,Vegetable,62,3.58
1995-01-23,Orange,Fruit,43,4.78
1995-01-23,Tomato,Vegetable,94,3.54
1995-01-24,Apple,Fruit,97,3.93
1995-01-24,Banana,Fruit,62,4.2
1995-01-24,Carrot,Vegetable,50,2.32
1995-01-24,Orange,Fruit,42,1.46
1995-01-24,Tomato,Vegetable,31,2.8
1995-01-25,Apple,Fruit,51,4.69
1995-01-25,Banana,Fruit,98,4.8
1995-01-25,Carrot,Vegetable,76,1.5
1995-01-25,Orange,Fruit,38,4.14
1995-01-25,Tomato,Vegetable,139,2.58
1995-01-26,Apple,Fruit,90,1.6
1995-01-26,Banana,Fruit,34,4.89
1995-01-26,Carrot,Vegetable,130,4.43
1995-01-26,Orange,Fruit,97,2.93
1995-01-26,Tomato,Vegetable,36,4.84
1995-01-27,Apple,Fruit,89,1.39
1995-01-27,Banana,Fruit,77,3.66
1995-01-27,Carrot,Vegetable,64,2.76
1995-01-27,Orange,Fruit,104,1.33
1995-01-27,Tomato,Vegetable,97,1.83
1995-01-28,Apple,Fruit,124,4.61
1995-01-28,Banana,Fruit,99,4.65
1995-01-28,Carrot,Vegetable,61,2.58
1995-01-28,Orange,Fruit,86,4.71
1995-01-28,Tomato,Vegetable,102,3.17
1995-01-29,Apple,Fruit,49,4.31
1995-01-29,Banana,Fruit,134,3.91
1995-01-29,Carrot,Vegetable,23,4.11
1995-01-29,Orange,Fruit,96,1.86
1995-01-29,Tomato,Vegetable,106,1.65
1995-01-30,Apple,Fruit,58,4.04
1995-01-30,Banana,Fruit,59,4.07
1995-01-30,Carrot,Vegetable,84,4.61
1995-01-30,Orange,Fruit,42,3.02
1995-01-30,Tomato,Vegetable,77,4.02
1995-01-31,Apple,Fruit,52,2.19
1995-01-31,Banana,Fruit,88,1.81
1995-01-31,Carrot,Vegetable,83,2.55
1995-01-31,Orange,Fruit,91,4.28
1995-01-31,Tomato,Vegetable,118,2.37
1995-02-01,Apple,Fruit,136,3.37
1995-02-01,Banana,Fruit,75,4.74
1995-02-01,Carrot,Vegetable,108,2.75
1995-02-01,Orange,Fruit,63,4.14
1995-02-01,Tomato,Vegetable,59,3.49
1995-02-02,Apple,Fruit,116,3.2
1995-02-02,Banana,Fruit,127,3.9
1995-02-02,Carrot,Vegetable,65,1.72
1995-02-02,Orange,Fruit,119,1.56
1995-02-02,Tomato,Vegetable,100,3.48
1995-02-03,Apple,Fruit,37,1.74
1995-02-03,Banana,Fruit,126,4.05
1995-02-03,Carrot,Vegetable,20,2.57
1995-02-03,Orange,Fruit,62,2.96
1995-02-03,Tomato,Vegetable,46,3.25
1995-02-04,Apple,Fruit,79,2.18
1995-02-04,Banana,Fruit,42,4.44
1995-02-04,Carrot,Vegetable,148,2.43
1995-02-04,Orange,Fruit,130,4.74
1995-02-04,Tomato,Vegetable,51,2.21
1995-02-05,Apple,Fruit,26,1.53
1995-02-05,Banana,Fruit,115,1.99
1995-02-05,Carrot,Vegetable,59,3.1
1995-02-05,Orange,Fruit,45,3.72
1995-02-05,Tomato,Vegetable,26,1.69
1995-02-06,Apple,Fruit,109,3.13
1995-02-06,Banana,Fruit,53,3.61
1995-02-06,Carrot,Vegetable,145,2.91
1995-02-06,Orange,Fruit,90,4.01
1995-02-06,Tomato,Vegetable,72,2.91
1995-02-07,Apple,Fruit,142,3.8
1995-02-07,Banana,Fruit,71,1.29
1995-02-07,Carrot,Vegetable,110,3.19
1995-02-07,Orange,Fruit,137,1.32
1995-02-07,Tomato,Vegetable,32,2.11
1995-02-08,Apple,Fruit,99,3.12
1995-02-08,Banana,Fruit,75,3.85
1995-02-08,Carrot,Vegetable,94,3.02
1995-02-08,Orange,Fruit,131,3.9
1995-02-08,Tomato,Vegetable,27,1.58
1995-02-09,Apple,Fruit,66,1.63
1995-02-09,Banana,Fruit,136,3.48
1995-02-09,Carrot,Vegetable,101,2.88
1995-02-09,Orange,Fruit,91,3.48
1995-02-09,Tomato,Vegetable,89,3.54
1995-02-10,Apple,Fruit,79,2.05
1995-02-10,Banana,Fruit,89,1.96
1995-02-10,Carrot,Vegetable,110,2.28
1995-02-10,Orange,Fruit,41,3.06
1995-02-10,Tomato,Vegetable,131,1.75
1995-02-11,Apple,Fruit,140,1.78
1995-02-11,Banana,Fruit,149,3.25
1995-02-11,Carrot,Vegetable,25,3.53
1995-02-11,Orange,Fruit,98,2.19
1995-02-11,Tomato,Vegetable,77,2.59
1995-02-12,Apple,Fruit,138,4.85
1995-02-12,Banana,Fruit,52,3.84
1995-02-12,Carrot,Vegetable,98,1.6
1995-02-12,Orange,Fruit,120,2.03
1995-02-12,Tomato,Vegetable,125,1.84
1995-02-13,Apple,Fruit,75,3.63
1995-02-13,Banana,Fruit,82,2.44
1995-02-13,Carrot,Vegetable,145,2.2
1995-02-13,Orange,Fruit,143,2.32
1995-02-13,Tomato,Vegetable,61,1.32
1995-02-14,Apple,Fruit,104,4.18
1995-02-14,Banana,Fruit,127,4.63
1995-02-14,Carrot,Vegetable,118,1.27
1995-02-14,Orange,Fruit,107,1.12
1995-02-14,Tomato,Vegetable,84,2.46
1995-02-15,Apple,Fruit,56,2.34
1995-02-15,Banana,Fruit,42,4.54
1995-02-15,Carrot,Vegetable,42,2.71
1995-02-15,Orange,Fruit,22,3.18
1995-02-15,Tomato,Vegetable,98,4.59
1995-02-16,Apple,Fruit,31,4.5
1995-02-16,Banana,Fruit,27,2.49
1995-02-16,Carrot,Vegetable,147,3.88
1995-02-16,Orange,Fruit,127,2.3
1995-02-16,Tomato,Vegetable,63,4.84
1995-02-17,Apple,Fruit,126,4.56
1995-02-17,Banana,Fruit,142,1.14
1995-02-17,Carrot,Vegetable,109,4.53
1995-02-17,Orange,Fruit,126,4.97
1995-02-17,Tomato,Vegetable,124,1.5
1995-02-18,Apple,Fruit,103,4.57
1995-02-18,Banana,Fruit,144,2.06
1995-02-18,Carrot,Vegetable,27,2.66
1995-02-18,Orange,Fruit,69,3.59
1995-02-18,Tomato,Vegetable,127,2.92
1995-02-19,Apple,Fruit,54,2.71
1995-02-19,Banana,Fruit,70,3.33
1995-02-19,Carrot,Vegetable,71,3.97
1995-02-19,Orange,Fruit,44,4.81
1995-02-19,Tomato,Vegetable,145,1.97
1995-02-20,Apple,Fruit,24,1.38
1995-02-20,Banana,Fruit,33,4.2
1995-02-20,Carrot,Vegetable,91,1.15
1995-02-20,Orange,Fruit,142,3.3
1995-02-20,Tomato,Vegetable,108,1.47
1995-02-21,Apple,Fruit,133,2.99
1995-02-21,Banana,Fruit,86,2.78
1995-02-21,Carrot,Vegetable,40,2.56
1995-02-21,Orange,Fruit,136,1.91
1995-02-21,Tomato,Vegetable,73,1.29
1995-02-22,Apple,Fruit,62,2.49
1995-02-22,Banana,Fruit,90,3.13
1995-02-22,Carrot,Vegetable,114,4.64
1995-02-22,Orange,Fruit,86,4.6
1995-02-22,Tomato,Vegetable,100,1.16
1995-02-23,Apple,Fruit,142,1.99
1995-02-23,Banana,Fruit,134,1.1
1995-02-23,Carrot,Vegetable,97,3.32
1995-02-23,Orange,Fruit,133,3.31
1995-02-23,Tomato,Vegetable,74,1.62
1995-02-24,Apple,Fruit,22,3.04
1995-02-24,Banana,Fruit,78,4.75
1995-02-24,Carrot,Vegetable,66,2.37
1995-02-24,Orange,Fruit,61,1.75
1995-02-24,Tomato,Vegetable,35,1.73
1995-02-25,Apple,Fruit,100,2.03
1995-02-25,Banana,Fruit,43,2.44
1995-02-25,Carrot,Vegetable,148,1.14
1995-02-25,Orange,Fruit,141,4.14
1995-02-25,Tomato,Vegetable,121,3.38
1995-02-26,Apple,Fruit,107,4.79
1995-02-26,Banana,Fruit,147,2.18
1995-02-26,Carrot,Vegetable,91,2.38
1995-02-26,Orange,Fruit,140,1.43
1995-02-26,Tomato,Vegetable,87,4.92
1995-02-27,Apple,Fruit,48,2.78
1995-02-27,Banana,Fruit,83,3.61
1995-02-27,Carrot,Vegetable,33,2.54
1995-02-27,Orange,Fruit,64,1.06
1995-02-27,Tomato,Vegetable,134,4.91
1995-02-28,Apple,Fruit,81,1.36
1995-02-28,Banana,Fruit,127,1.65
1995-02-28,Carrot,Vegetable,79,1.97
1995-02-28,Orange,Fruit,23,3.0
1995-02-28,Tomato,Vegetable,105,3.35
1995-03-01,Apple,Fruit,133,1.19
1995-03-01,Banana,Fruit,90,4.46
1995-03-01,Carrot,Vegetable,100,2.55
1995-03-01,Orange,Fruit,32,1.97
1995-03-01,Tomato,Vegetable,44,2.57
1995-03-02,Apple,Fruit,67,3.58
1995-03-02,Banana,Fruit,66,3.4
1995-03-02,Carrot,Vegetable,58,1.22
1995-03-02,Orange,Fruit,108,3.0
1995-03-02,Tomato,Vegetable,101,1.64
1995-03-03,Apple,Fruit,26,4.92
1995-03-03,Banana,Fruit,39,1.3
1995-03-03,Carrot,Vegetable,141,3.19
1995-03-03,Orange,Fruit,141,3.86
1995-03-03,Tomato,Vegetable,47,3.35
1995-03-04,Apple,Fruit,137,4.2
1995-03-04,Banana,Fruit,148,1.9
1995-03-04,Carrot,Vegetable,37,2.63
1995-03-04,Orange,Fruit,20,4.04
1995-03-04,Tomato,Vegetable,44,4.95
1995-03-05,Apple,Fruit,56,1.33
1995-03-05,Banana,Fruit,33,4.13
1995-03-05,Carrot,Vegetable,45,2.84
1995-03-05,Orange,Fruit,100,2.83
1995-03-05,Tomato,Vegetable,107,1.48
1995-03-06,Apple,Fruit,110,2.49
1995-03-06,Banana,Fruit,43,2.75
1995-03-06,Carrot,Vegetable,123,3.97
1995-03-06,Orange,Fruit,142,2.38
1995-03-06,Tomato,Vegetable,64,1.97
1995-03-07,Apple,Fruit,25,2.41
1995-03-07,Banana,Fruit,94,2.84
1995-03-07,Carrot,Vegetable,42,2.82
1995-03-07,Orange,Fruit,101,3.5
1995-03-07,Tomato,Vegetable,59,1.52
1995-03-08,Apple,Fruit,50,1.99
1995-03-08,Banana,Fruit,50,3.53
1995-03-08,Carrot,Vegetable,106,2.34
1995-03-08,Orange,Fruit,127,4.54
1995-03-08,Tomato,Vegetable,82,2.61
1995-03-09,Apple,Fruit,34,3.8
1995-03-09,Banana,Fruit,43,2.1
1995-03-09,Carrot,Vegetable,51,4.21
1995-03-09,Orange,Fruit,111,4.92
1995-03-09,Tomato,Vegetable,91,4.46
1995-03-10,Apple,Fruit,145,3.86
1995-03-10,Banana,Fruit,41,4.53
1995-03-10,Carrot,Vegetable,109,4.88
1995-03-10,Orange,Fruit,91,3.42
1995-03-10,Tomato,Vegetable,57,4.91
1995-03-11,Apple,Fruit,119,2.49
1995-03-11,Banana,Fruit,26,3.5
1995-03-11,Carrot,Vegetable,137,2.31
1995-03-11,Orange,Fruit,121,2.48
1995-03-11,Tomato,Vegetable,108,3.57
1995-03-12,Apple,Fruit,39,3.14
1995-03-12,Banana,Fruit,38,2.42
1995-03-12,Carrot,Vegetable,48,3.92
1995-03-12,Orange,Fruit,90,1.64
1995-03-12,Tomato,Vegetable,86,3.13
1995-03-13,Apple,Fruit,145,3.68
1995-03-13,Banana,Fruit,127,1.32
1995-03-13,Carrot,Vegetable,113,1.58
1995-03-13,Orange,Fruit,80,4.0
1995-03-13,Tomato,Vegetable,134,1.19
1995-03-14,Apple,Fruit,58,4.46
1995-03-14,Banana,Fruit,144,4.4
1995-03-14,Carrot,Vegetable,43,1.0
1995-03-14,Orange,Fruit,23,3.0
1995-03-14,Tomato,Vegetable,76,3.89
1995-03-15,Apple,Fruit,95,3.52
1995-03-15,Banana,Fruit,79,2.38
1995-03-15,Carrot,Vegetable,143,4.01
1995-03-15,Orange,Fruit,67,1.52
1995-03-15,Tomato,Vegetable,99,2.31
1995-03-16,Apple,Fruit,122,1.67
1995-03-16,Banana,Fruit,85,4.01
1995-03-16,Carrot,Vegetable,128,2.14
1995-03-16,Orange,Fruit,20,2.45
1995-03-16,Tomato,Vegetable,70,1.33
1995-03-17,Apple,Fruit,106,1.86
1995-03-17,Banana,Fruit,120,2.05
1995-03-17,Carrot,Vegetable,109,3.86
1995-03-17,Orange,Fruit,127,4.62
1995-03-17,Tomato,Vegetable,87,4.76
1995-03-18,Apple,Fruit,136,1.6
1995-03-18,Banana,Fruit,95,2.28
1995-03-18,Carrot,Vegetable,109,2.87
1995-03-18,Orange,Fruit,90,3.61
1995-03-18,Tomato,Vegetable,114,1.13
1995-03-19,Apple,Fruit,149,4.8
1995-03-19,Banana,Fruit,132,4.13
1995-03-19,Carrot,Vegetable,114,4.66
1995-03-19,Orange,Fruit,119,3.03
1995-03-19,Tomato,Vegetable,144,2.11
1995-03-20,Apple,Fruit,45,2.91
1995-03-20,Banana,Fruit,108,4.65
1995-03-20,Carrot,Vegetable,127,2.8
1995-03-20,Orange,Fruit,129,4.43
1995-03-20,Tomato,Vegetable,73,1.04
1995-03-21,Apple,Fruit,75,3.57
1995-03-21,Banana,Fruit,139,1.02
1995-03-21,Carrot,Vegetable,132,4.73
1995-03-21,Orange,Fruit,128,3.08
1995-03-21,Tomato,Vegetable,98,1.01
1995-03-22,Apple,Fruit,64,4.66
1995-03-22,Banana,Fruit,81,2.21
1995-03-22,Carrot,Vegetable,77,2.96
1995-03-22,Orange,Fruit,40,3.17
1995-03-22,Tomato,Vegetable,146,4.34
1995-03-23,Apple,Fruit,105,2.95
1995-03-23,Banana,Fruit,26,4.44
1995-03-23,Carrot,Vegetable,93,1.08
1995-03-23,Orange,Fruit,96,4.61
1995-03-23,Tomato,Vegetable,81,4.51
1995-03-24,Apple,Fruit,134,2.03
1995-03-24,Banana,Fruit,83,1.57
1995-03-24,Carrot,Vegetable,110,4.28
1995-03-24,Orange,Fruit,116,1.28
1995-03-24,Tomato,Vegetable,109,1.92
1995-03-25,Apple,Fruit,50,2.76
1995-03-25,Banana,Fruit,123,2.65
1995-03-25,Carrot,Vegetable,128,4.05
1995-03-25,Orange,Fruit,104,1.46
1995-03-25,Tomato,Vegetable,88,1.64
1995-03-26,Apple,Fruit,73,4.08
1995-03-26,Banana,Fruit,63,2.22
1995-03-26,Carrot,Vegetable,37,4.98
1995-03-26,Orange,Fruit,105,3.96
1995-03-26,Tomato,Vegetable,119,4.1
1995-03-27,Apple,Fruit,136,2.2
1995-03-27,Banana,Fruit,125,1.98
1995-03-27,Carrot,Vegetable,23,3.66
1995-03-27,Orange,Fruit,142,2.63
1995-03-27,Tomato,Vegetable,117,3.27
1995-03-28,Apple,Fruit,144,4.57
1995-03-28,Banana,Fruit,35,4.35
1995-03-28,Carrot,Vegetable,84,1.69
1995-03-28,Orange,Fruit,93,1.88
1995-03-28,Tomato,Vegetable,123,4.52
1995-03-29,Apple,Fruit,147,4.8
1995-03-29,Banana,Fruit,143,3.63
1995-03-29,Carrot,Vegetable,132,3.41
1995-03-29,Orange,Fruit,141,1.04
1995-03-29,Tomato,Vegetable,75,2.2
1995-03-30,Apple,Fruit,128,3.42
1995-03-30,Banana,Fruit,111,2.4
1995-03-30,Carrot,Vegetable,28,1.0
1995-03-30,Orange,Fruit,122,4.21
1995-03-30,Tomato,Vegetable,61,2.61
1995-03-31,Apple,Fruit,34,2.6
1995-03-31,Banana,Fruit,124,2.59
1995-03-31,Carrot,Vegetable,119,1.6
1995-03-31,Orange,Fruit,91,1.36
1995-03-31,Tomato,Vegetable,77,1.97
1995-04-01,Apple,Fruit,126,2.56
1995-04-01,Banana,Fruit,121,3.78
1995-04-01,Carrot,Vegetable,32,3.36
1995-04-01,Orange,Fruit,113,4.92
1995-04-01,Tomato,Vegetable,119,4.3
1995-04-02,Apple,Fruit,102,1.49
1995-04-02,Banana,Fruit,35,4.7
1995-04-02,Carrot,Vegetable,59,4.14
1995-04-02,Orange,Fruit,36,3.81
1995-04-02,Tomato,Vegetable,148,3.03
1995-04-03,Apple,Fruit,113,4.56
1995-04-03,Banana,Fruit,116,3.18
1995-04-03,Carrot,Vegetable,91,3.3
1995-04-03,Orange,Fruit,57,1.36
1995-04-03,Tomato,Vegetable,36,1.66
1995-04-04,Apple,Fruit,97,1.51
1995-04-04,Banana,Fruit,144,3.22
1995-04-04,Carrot,Vegetable,42,3.21
1995-04-04,Orange,Fruit,138,2.6
1995-04-04,Tomato,Vegetable,124,3.03
1995-04-05,Apple,Fruit,137,2.61
1995-04-05,Banana,Fruit,20,4.56
1995-04-05,Carrot,Vegetable,59,1.59
1995-04-05,Orange,Fruit,95,1.49
1995-04-05,Tomato,Vegetable,148,3.42
1995-04-06,Apple,Fruit,20,3.31
1995-04-06,Banana,Fruit,122,2.33
1995-04-06,Carrot,Vegetable,46,4.8
1995-04-06,Orange,Fruit,68,3.31
1995-04-06,Tomato,Vegetable,76,4.16
1995-04-07,Apple,Fruit,31,2.7
1995-04-07,Banana,Fruit,47,4.94
1995-04-07,Carrot,Vegetable,91,1.9
1995-04-07,Orange,Fruit,53,1.21
1995-04-07,Tomato,Vegetable,51,4.14
1995-04-08,Apple,Fruit,50,1.87
1995-04-08,Banana,Fruit,35,1.52
1995-04-08,Carrot,Vegetable,29,3.01
1995-04-08,Orange,Fruit,35,3.96
1995-04-08,Tomato,Vegetable,55,4.84
1995-04-09,Apple,Fruit,58,4.61
1995-04-09,Banana,Fruit,83,2.33
1995-04-09,Carrot,Vegetable,111,2.07
1995-04-09,Orange,Fruit,143,2.27
1995-04-09,Tomato,Vegetable,51,4.52
1995-04-10,Apple,Fruit,85,4.73
1995-04-10,Banana,Fruit,83,2.45
1995-04-10,Carrot,Vegetable,100,1.79
1995-04-10,Orange,Fruit,30,3.28
1995-04-10,Tomato,Vegetable,36,2.67
1995-04-11,Apple,Fruit,115,3.54
1995-04-11,Banana,Fruit,105,2.23
1995-04-11,Carrot,Vegetable,49,4.38
1995-04-11,Orange,Fruit,95,4.44
1995-04-11,Tomato,Vegetable,91,4.81
1995-04-12,Apple,Fruit,147,4.51
1995-04-12,Banana,Fruit,84,1.83
1995-04-12,Carrot,Vegetable,104,2.54
1995-04-12,Orange,Fruit,40,2.08
1995-04-12,Tomato,Vegetable,129,3.55
1995-04-13,Apple,Fruit,126,3.68
1995-04-13,Banana,Fruit,134,1.39
1995-04-13,Carrot,Vegetable,83,2.68
1995-04-13,Orange,Fruit,71,1.78
1995-04-13,Tomato,Vegetable,133,3.77
1995-04-14,Apple,Fruit,57,3.87
1995-04-14,Banana,Fruit,70,4.36
1995-04-14,Carrot,Vegetable,74,1.2
1995-04-14,Orange,Fruit,32,3.49
1995-04-14,Tomato,Vegetable,85,2.2
1995-04-15,Apple,Fruit,122,1.68
1995-04-15,Banana,Fruit,38,1.65
1995-04-15,Carrot,Vegetable,90,4.74
1995-04-15,Orange,Fruit,136,3.67
1995-04-15,Tomato,Vegetable,98,4.16
1995-04-16,Apple,Fruit,81,4.54
1995-04-16,Banana,Fruit,68,3.06
1995-04-16,Carrot,Vegetable,42,4.45
1995-04-16,Orange,Fruit,27,3.95
1995-04-16,Tomato,Vegetable,71,4.31
1995-04-17,Apple,Fruit,91,3.57
1995-04-17,Banana,Fruit,139,1.04
1995-04-17,Carrot,Vegetable,66,1.99
1995-04-17,Orange,Fruit,131,3.18
1995-04-17,Tomato,Vegetable,60,3.51
1995-04-18,Apple,Fruit,61,1.17
1995-04-18,Banana,Fruit,74,4.4
1995-04-18,Carrot,Vegetable,55,4.28
1995-04-18,Orange,Fruit,37,4.44
1995-04-18,Tomato,Vegetable,135,4.54
1995-04-19,Apple,Fruit,51,2.3
1995-04-19,Banana,Fruit,33,2.16
1995-04-19,Carrot,Vegetable,115,4.34
1995-04-19,Orange,Fruit,86,4.21
1995-04-19,Tomato,Vegetable,60,2.1
1995-04-20,Apple,Fruit,111,2.99
1995-04-20,Banana,Fruit,45,1.16
1995-04-20,Carrot,Vegetable,60,1.88
1995-04-20,Orange,Fruit,28,3.31
1995-04-20,Tomato,Vegetable,99,4.02
1995-04-21,Apple,Fruit,105,3.67
1995-04-21,Banana,Fruit,132,4.69
1995-04-21,Carrot,Vegetable,80,4.19
1995-04-21,Orange,Fruit,80,4.61
1995-04-21,Tomato,Vegetable,34,4.7
1995-04-22,Apple,Fruit,127,1.42
1995-04-22,Banana,Fruit,95,3.34
1995-04-22,Carrot,Vegetable,49,1.99
1995-04-22,Orange,Fruit,101,3.67
1995-04-22,Tomato,Vegetable,62,1.54
1995-04-23,Apple,Fruit,126,1.04
1995-04-23,Banana,Fruit,80,4.98
1995-04-23,Carrot,Vegetable,30,3.01
1995-04-23,Orange,Fruit,35,3.91
1995-04-23,Tomato,Vegetable,85,3.95
1995-04-24,Apple,Fruit,144,1.14
1995-04-24,Banana,Fruit,20,1.95
1995-04-24,Carrot,Vegetable,69,4.6
1995-04-24,Orange,Fruit,91,2.84
1995-04-24,Tomato,Vegetable,62,1.03
1995-04-25,Apple,Fruit,102,3.46
1995-04-25,Banana,Fruit,97,2.06
1995-04-25,Carrot,Vegetable,41,3.12
1995-04-25,Orange,Fruit,109,3.81
1995-04-25,Tomato,Vegetable,130,2.64
1995-04-26,Apple,Fruit,135,4.55
1995-04-26,Banana,Fruit,97,4.29
1995-04-26,Carrot,Vegetable,76,3.38
1995-04-26,Orange,Fruit,103,3.84
1995-04-26,Tomato,Vegetable,70,2.84
1995-04-27,Apple,Fruit,109,2.42
1995-04-27,Banana,Fruit,98,3.71
1995-04-27,Carrot,Vegetable,97,2.7
1995-04-27,Orange,Fruit,29,1.0
1995-04-27,Tomato,Vegetable,52,3.37
1995-04-28,Apple,Fruit,128,4.68
1995-04-28,Banana,Fruit,109,3.12
1995-04-28,Carrot,Vegetable,91,4.55
1995-04-28,Orange,Fruit,57,2.05
1995-04-28,Tomato,Vegetable,91,1.13
1995-04-29,Apple,Fruit,33,4.74
1995-04-29,Banana,Fruit,79,1.55
